0.102734, 0.116702, 0.117587, 0.117643, 0.117647, 0.117647, 0.117647, 0.117647, 0.117647, 0.117647, 0.117647, 0.117647, 0.117643, 0.117587, 0.116702, 0.102734
0.091376, 0.114317, 0.117330, 0.117620, 0.117645, 0.117647, 0.117647, 0.117647, 0.117647, 0.117647, 0.117647, 0.117645, 0.117620, 0.117330, 0.114317, 0.091376
0.082539, 0.111209, 0.116786, 0.117552, 0.117638, 0.117646, 0.117647, 0.117647, 0.117647, 0.117647, 0.117646, 0.117638, 0.117552, 0.116786, 0.111209, 0.082539
0.075523, 0.107798, 0.115954, 0.117413, 0.117619, 0.117644, 0.117647, 0.117647, 0.117647, 0.117647, 0.117644, 0.117619, 0.117412, 0.115954, 0.107798, 0.075523
0.069843, 0.104326, 0.114875, 0.117184, 0.117581, 0.117639, 0.117646, 0.117647, 0.117647, 0.117646, 0.117639, 0.117581, 0.117184, 0.114875, 0.104326, 0.069843
0.065164, 0.100928, 0.113600, 0.116858, 0.117517, 0.117628, 0.117645, 0.117647, 0.117646, 0.117645, 0.117628, 0.117517, 0.116858, 0.113600, 0.100928, 0.065164
0.061247, 0.097676, 0.112179, 0.116434, 0.117420, 0.117610, 0.117642, 0.117646, 0.117646, 0.117642, 0.117610, 0.117420, 0.116434, 0.112179, 0.097676, 0.061247
0.057919, 0.094602, 0.110659, 0.115917, 0.117285, 0.117581, 0.117636, 0.117645, 0.117645, 0.117636, 0.117581, 0.117285, 0.115917, 0.110658, 0.094602, 0.057919
0.055056, 0.091717, 0.109075, 0.115315, 0.117109, 0.117539, 0.117628, 0.117643, 0.117643, 0.117628, 0.117539, 0.117109, 0.115315, 0.109075, 0.091717, 0.055056
0.052563, 0.089020, 0.107458, 0.114638, 0.116891, 0.117482, 0.117615, 0.117640, 0.117640, 0.117615, 0.117481, 0.116890, 0.114638, 0.107458, 0.089020, 0.052563
0.050371, 0.086504, 0.105831, 0.113896, 0.116629, 0.117406, 0.117596, 0.117636, 0.117635, 0.117596, 0.117406, 0.116629, 0.113896, 0.105831, 0.086504, 0.050371
0.048425, 0.084157, 0.104211, 0.113102, 0.116326, 0.117311, 0.117571, 0.117629, 0.117628, 0.117571, 0.117311, 0.116326, 0.113102, 0.104211, 0.084157, 0.048425
0.046684, 0.081967, 0.102610, 0.112264, 0.115983, 0.117196, 0.117537, 0.117618, 0.117618, 0.117537, 0.117196, 0.115983, 0.112264, 0.102610, 0.081967, 0.046684
0.045116, 0.079920, 0.101039, 0.111391, 0.115603, 0.117059, 0.117495, 0.117605, 0.117604, 0.117495, 0.117059, 0.115603, 0.111391, 0.101039, 0.079920, 0.045116
0.043693, 0.078005, 0.099502, 0.110493, 0.115188, 0.116901, 0.117443, 0.117586, 0.117586, 0.117442, 0.116901, 0.115188, 0.110493, 0.099502, 0.078005, 0.043693
0.042395, 0.076211, 0.098004, 0.109575, 0.114742, 0.116721, 0.117380, 0.117563, 0.117562, 0.117379, 0.116721, 0.114742, 0.109575, 0.098004, 0.076211, 0.042395
0.041206, 0.074526, 0.096549, 0.108645, 0.114268, 0.116520, 0.117305, 0.117533, 0.117533, 0.117305, 0.116520, 0.114268, 0.108645, 0.096548, 0.074526, 0.041206
0.040110, 0.072941, 0.095136, 0.107707, 0.113769, 0.116298, 0.117218, 0.117496, 0.117496, 0.117218, 0.116297, 0.113769, 0.107707, 0.095136, 0.072941, 0.040110
0.039097, 0.071448, 0.093767, 0.106766, 0.113249, 0.116056, 0.117119, 0.117452, 0.117452, 0.117119, 0.116055, 0.113248, 0.106766, 0.093767, 0.071448, 0.039097
0.038156, 0.070038, 0.092442, 0.105826, 0.112709, 0.115794, 0.117007, 0.117400, 0.117399, 0.117007, 0.115794, 0.112708, 0.105825, 0.092442, 0.070038, 0.038156
0.037280, 0.068705, 0.091160, 0.104889, 0.112152, 0.115515, 0.116882, 0.117338, 0.117338, 0.116882, 0.115515, 0.112152, 0.104889, 0.091160, 0.068705, 0.037280
0.036461, 0.067443, 0.089920, 0.103958, 0.111582, 0.115218, 0.116744, 0.117267, 0.117267, 0.116744, 0.115218, 0.111582, 0.103958, 0.089920, 0.067443, 0.036461
0.035694, 0.066245, 0.088721, 0.103036, 0.111001, 0.114906, 0.116592, 0.117187, 0.117186, 0.116592, 0.114905, 0.111001, 0.103036, 0.088720, 0.066245, 0.035694
0.034972, 0.065107, 0.087561, 0.102124, 0.110410, 0.114578, 0.116428, 0.117095, 0.117095, 0.116428, 0.114578, 0.110410, 0.102124, 0.087561, 0.065106, 0.034972
0.034293, 0.064023, 0.086439, 0.101223, 0.109812, 0.114236, 0.116251, 0.116994, 0.116993, 0.116251, 0.114236, 0.109811, 0.101223, 0.086439, 0.064023, 0.034293
0.033652, 0.062991, 0.085354, 0.100334, 0.109207, 0.113882, 0.116061, 0.116881, 0.116880, 0.116060, 0.113882, 0.109207, 0.100334, 0.085354, 0.062991, 0.033652
0.033045, 0.062006, 0.084305, 0.099458, 0.108599, 0.113516, 0.115858, 0.116756, 0.116756, 0.115858, 0.113515, 0.108599, 0.099458, 0.084304, 0.062006, 0.033045
0.032470, 0.061064, 0.083289, 0.098596, 0.107987, 0.113138, 0.115643, 0.116621, 0.116621, 0.115643, 0.113138, 0.107987, 0.098596, 0.083289, 0.061064, 0.032470
0.031924, 0.060163, 0.082305, 0.097749, 0.107374, 0.112751, 0.115417, 0.116474, 0.116474, 0.115417, 0.112751, 0.107374, 0.097748, 0.082305, 0.060163, 0.031924
0.031404, 0.059300, 0.081352, 0.096915, 0.106760, 0.112355, 0.115179, 0.116315, 0.116315, 0.115179, 0.112355, 0.106760, 0.096915, 0.081352, 0.059300, 0.031404
0.030909, 0.058473, 0.080429, 0.096096, 0.106146, 0.111951, 0.114929, 0.116145, 0.116145, 0.114929, 0.111951, 0.106146, 0.096096, 0.080429, 0.058473, 0.030909
0.030437, 0.057679, 0.079534, 0.095292, 0.105534, 0.111539, 0.114669, 0.115964, 0.115964, 0.114669, 0.111539, 0.105533, 0.095292, 0.079534, 0.057679, 0.030437
0.029985, 0.056915, 0.078666, 0.094502, 0.104922, 0.111120, 0.114399, 0.115771, 0.115771, 0.114399, 0.111120, 0.104922, 0.094502, 0.078666, 0.056915, 0.029985
0.029553, 0.056181, 0.077824, 0.093727, 0.104314, 0.110696, 0.114119, 0.115567, 0.115567, 0.114119, 0.110695, 0.104313, 0.093727, 0.077824, 0.056181, 0.029553
0.029139, 0.055474, 0.077007, 0.092966, 0.103707, 0.110265, 0.113829, 0.115353, 0.115352, 0.113829, 0.110265, 0.103707, 0.092965, 0.077007, 0.055474, 0.029139
0.028742, 0.054792, 0.076213, 0.092219, 0.103105, 0.109830, 0.113530, 0.115127, 0.115127, 0.113529, 0.109830, 0.103104, 0.092219, 0.076213, 0.054792, 0.028742
0.028361, 0.054135, 0.075441, 0.091486, 0.102505, 0.109391, 0.113222, 0.114891, 0.114891, 0.113221, 0.109391, 0.102505, 0.091486, 0.075441, 0.054135, 0.028361
